Data Escala de Tempo 1 DM Simp 4,Data do Incio da Semana Din Instante DM Simp 4,Data Escala de Tempo 1 DM Simp 4,Din Instante,Período Exibido DM Simp 4,Subsistema,Texto Data Incio da Semana Din Instante DM,Selecione Tipo de DM Simp 4
8/29/2017 12:00:00 AM,,8/29/2017 12:00:00 AM,8/29/2017 2:30:00 PM,Dia,Nordeste,,11200.99
8/30/2017 12:00:00 AM,,8/30/2017 12:00:00 AM,8/30/2017 2:27:00 PM,Dia,Nordeste,,11150.662
8/31/2017 12:00:00 AM,,8/31/2017 12:00:00 AM,8/31/2017 2:40:00 PM,Dia,Nordeste,,11524.85
9/1/2017 12:00:00 AM,,9/1/2017 12:00:00 AM,9/1/2017 2:32:00 PM,Dia,Nordeste,,11138.466
9/2/2017 12:00:00 AM,,9/2/2017 12:00:00 AM,9/2/2017 6:32:00 PM,Dia,Nordeste,,11078.567
9/3/2017 12:00:00 AM,,9/3/2017 12:00:00 AM,9/3/2017 6:35:00 PM,Dia,Nordeste,,10337.63
9/4/2017 12:00:00 AM,,9/4/2017 12:00:00 AM,9/4/2017 2:46:00 PM,Dia,Nordeste,,10689.084
9/5/2017 12:00:00 AM,,9/5/2017 12:00:00 AM,9/5/2017 2:39:00 PM,Dia,Nordeste,,11081.075
9/6/2017 12:00:00 AM,,9/6/2017 12:00:00 AM,9/6/2017 2:44:00 PM,Dia,Nordeste,,10902.776
9/7/2017 12:00:00 AM,,9/7/2017 12:00:00 AM,9/7/2017 6:38:00 PM,Dia,Nordeste,,10544.313
9/8/2017 12:00:00 AM,,9/8/2017 12:00:00 AM,9/8/2017 6:39:00 PM,Dia,Nordeste,,10580.117
9/9/2017 12:00:00 AM,,9/9/2017 12:00:00 AM,9/9/2017 6:27:00 PM,Dia,Nordeste,,10807.445
9/10/2017 12:00:00 AM,,9/10/2017 12:00:00 AM,9/10/2017 6:43:00 PM,Dia,Nordeste,,10279.441
9/11/2017 12:00:00 AM,,9/11/2017 12:00:00 AM,9/11/2017 2:53:00 PM,Dia,Nordeste,,10761.528
9/12/2017 12:00:00 AM,,9/12/2017 12:00:00 AM,9/12/2017 2:48:00 PM,Dia,Nordeste,,10965.268
9/13/2017 12:00:00 AM,,9/13/2017 12:00:00 AM,9/13/2017 5:53:00 PM,Dia,Nordeste,,10897.59
9/14/2017 12:00:00 AM,,9/14/2017 12:00:00 AM,9/14/2017 2:22:00 PM,Dia,Nordeste,,10916.386
9/15/2017 12:00:00 AM,,9/15/2017 12:00:00 AM,9/15/2017 2:22:00 PM,Dia,Nordeste,,10684.76
9/16/2017 12:00:00 AM,,9/16/2017 12:00:00 AM,9/16/2017 6:26:00 PM,Dia,Nordeste,,10878.591
9/17/2017 12:00:00 AM,,9/17/2017 12:00:00 AM,9/17/2017 6:25:00 PM,Dia,Nordeste,,10433.635
9/18/2017 12:00:00 AM,,9/18/2017 12:00:00 AM,9/18/2017 2:32:00 PM,Dia,Nordeste,,10930.074
9/19/2017 12:00:00 AM,,9/19/2017 12:00:00 AM,9/19/2017 2:46:00 PM,Dia,Nordeste,,10844.282
9/20/2017 12:00:00 AM,,9/20/2017 12:00:00 AM,9/20/2017 2:46:00 PM,Dia,Nordeste,,10783.866
9/21/2017 12:00:00 AM,,9/21/2017 12:00:00 AM,9/21/2017 2:35:00 PM,Dia,Nordeste,,10885.365
9/22/2017 12:00:00 AM,,9/22/2017 12:00:00 AM,9/22/2017 10:35:00 AM,Dia,Nordeste,,10851.125
9/23/2017 12:00:00 AM,,9/23/2017 12:00:00 AM,9/23/2017 6:23:00 PM,Dia,Nordeste,,10853.43
9/24/2017 12:00:00 AM,,9/24/2017 12:00:00 AM,9/24/2017 6:30:00 PM,Dia,Nordeste,,10037.53
9/25/2017 12:00:00 AM,,9/25/2017 12:00:00 AM,9/25/2017 2:15:00 PM,Dia,Nordeste,,10894.495
9/26/2017 12:00:00 AM,,9/26/2017 12:00:00 AM,9/26/2017 2:23:00 PM,Dia,Nordeste,,11180.502
9/27/2017 12:00:00 AM,,9/27/2017 12:00:00 AM,9/27/2017 2:58:00 PM,Dia,Nordeste,,11313.206
9/28/2017 12:00:00 AM,,9/28/2017 12:00:00 AM,9/28/2017 2:13:00 PM,Dia,Nordeste,,11439.356
9/29/2017 12:00:00 AM,,9/29/2017 12:00:00 AM,9/29/2017 3:35:00 PM,Dia,Nordeste,,11469.13
9/30/2017 12:00:00 AM,,9/30/2017 12:00:00 AM,9/30/2017 6:22:00 PM,Dia,Nordeste,,11365.164
10/1/2017 12:00:00 AM,,10/1/2017 12:00:00 AM,10/1/2017 6:35:00 PM,Dia,Nordeste,,10675.857
10/2/2017 12:00:00 AM,,10/2/2017 12:00:00 AM,10/2/2017 2:58:00 PM,Dia,Nordeste,,11757.666
10/3/2017 12:00:00 AM,,10/3/2017 12:00:00 AM,10/3/2017 2:31:00 PM,Dia,Nordeste,,11880.957
10/4/2017 12:00:00 AM,,10/4/2017 12:00:00 AM,10/4/2017 2:55:00 PM,Dia,Nordeste,,11598.093
10/5/2017 12:00:00 AM,,10/5/2017 12:00:00 AM,10/5/2017 2:29:00 PM,Dia,Nordeste,,11592.459
10/6/2017 12:00:00 AM,,10/6/2017 12:00:00 AM,10/6/2017 2:49:00 PM,Dia,Nordeste,,11331.711
10/7/2017 12:00:00 AM,,10/7/2017 12:00:00 AM,10/7/2017 6:31:00 PM,Dia,Nordeste,,11554.01
10/8/2017 12:00:00 AM,,10/8/2017 12:00:00 AM,10/8/2017 6:30:00 PM,Dia,Nordeste,,10654.577
10/9/2017 12:00:00 AM,,10/9/2017 12:00:00 AM,10/9/2017 2:32:00 PM,Dia,Nordeste,,11636.617
10/10/2017 12:00:00 AM,,10/10/2017 12:00:00 AM,10/10/2017 2:37:00 PM,Dia,Nordeste,,11673.604
10/11/2017 12:00:00 AM,,10/11/2017 12:00:00 AM,10/11/2017 2:57:00 PM,Dia,Nordeste,,11632.709
10/12/2017 12:00:00 AM,,10/12/2017 12:00:00 AM,10/12/2017 6:41:00 PM,Dia,Nordeste,,10795.265
10/13/2017 12:00:00 AM,,10/13/2017 12:00:00 AM,10/13/2017 2:48:00 PM,Dia,Nordeste,,11465.474
10/14/2017 12:00:00 AM,,10/14/2017 12:00:00 AM,10/14/2017 6:19:00 PM,Dia,Nordeste,,11536.933
10/15/2017 12:00:00 AM,,10/15/2017 12:00:00 AM,10/15/2017 7:30:00 PM,Dia,Nordeste,,10777.495
10/16/2017 12:00:00 AM,,10/16/2017 12:00:00 AM,10/16/2017 3:38:00 PM,Dia,Nordeste,,11540.541
10/17/2017 12:00:00 AM,,10/17/2017 12:00:00 AM,10/17/2017 3:50:00 PM,Dia,Nordeste,,11684.994
10/18/2017 12:00:00 AM,,10/18/2017 12:00:00 AM,10/18/2017 3:24:00 PM,Dia,Nordeste,,11222.362
10/19/2017 12:00:00 AM,,10/19/2017 12:00:00 AM,10/19/2017 3:32:00 PM,Dia,Nordeste,,11427.107
10/20/2017 12:00:00 AM,,10/20/2017 12:00:00 AM,10/20/2017 3:34:00 PM,Dia,Nordeste,,11688.736
10/21/2017 12:00:00 AM,,10/21/2017 12:00:00 AM,10/21/2017 7:51:00 PM,Dia,Nordeste,,11278.674
10/22/2017 12:00:00 AM,,10/22/2017 12:00:00 AM,10/22/2017 7:29:00 PM,Dia,Nordeste,,10742.044
10/23/2017 12:00:00 AM,,10/23/2017 12:00:00 AM,10/23/2017 3:34:00 PM,Dia,Nordeste,,11648.324
10/24/2017 12:00:00 AM,,10/24/2017 12:00:00 AM,10/24/2017 3:22:00 PM,Dia,Nordeste,,11665.2
10/25/2017 12:00:00 AM,,10/25/2017 12:00:00 AM,10/25/2017 3:50:00 PM,Dia,Nordeste,,11547.115
10/26/2017 12:00:00 AM,,10/26/2017 12:00:00 AM,10/26/2017 3:12:00 PM,Dia,Nordeste,,11724.005
10/27/2017 12:00:00 AM,,10/27/2017 12:00:00 AM,10/27/2017 3:34:00 PM,Dia,Nordeste,,12115.018
10/28/2017 12:00:00 AM,,10/28/2017 12:00:00 AM,10/28/2017 7:23:00 PM,Dia,Nordeste,,11813.893
10/29/2017 12:00:00 AM,,10/29/2017 12:00:00 AM,10/29/2017 7:14:00 PM,Dia,Nordeste,,11172.25
10/30/2017 12:00:00 AM,,10/30/2017 12:00:00 AM,10/30/2017 3:09:00 PM,Dia,Nordeste,,12485.174
10/31/2017 12:00:00 AM,,10/31/2017 12:00:00 AM,10/31/2017 3:51:00 PM,Dia,Nordeste,,12520.721
11/1/2017 12:00:00 AM,,11/1/2017 12:00:00 AM,11/1/2017 3:20:00 PM,Dia,Nordeste,,12208.004
11/2/2017 12:00:00 AM,,11/2/2017 12:00:00 AM,11/2/2017 12:00:00 AM,Dia,Nordeste,,11049.223
11/3/2017 12:00:00 AM,,11/3/2017 12:00:00 AM,11/3/2017 3:22:00 PM,Dia,Nordeste,,11199.396
11/4/2017 12:00:00 AM,,11/4/2017 12:00:00 AM,11/4/2017 7:30:00 PM,Dia,Nordeste,,11120.227
11/5/2017 12:00:00 AM,,11/5/2017 12:00:00 AM,11/5/2017 7:25:00 PM,Dia,Nordeste,,10559.904
11/6/2017 12:00:00 AM,,11/6/2017 12:00:00 AM,11/6/2017 3:38:00 PM,Dia,Nordeste,,12373.337
11/7/2017 12:00:00 AM,,11/7/2017 12:00:00 AM,11/7/2017 3:31:00 PM,Dia,Nordeste,,11923.523
11/8/2017 12:00:00 AM,,11/8/2017 12:00:00 AM,11/8/2017 3:37:00 PM,Dia,Nordeste,,11601.061
11/9/2017 12:00:00 AM,,11/9/2017 12:00:00 AM,11/9/2017 3:16:00 PM,Dia,Nordeste,,11436.3
11/10/2017 12:00:00 AM,,11/10/2017 12:00:00 AM,11/10/2017 2:41:00 PM,Dia,Nordeste,,11892.346
11/11/2017 12:00:00 AM,,11/11/2017 12:00:00 AM,11/11/2017 7:32:00 PM,Dia,Nordeste,,11763.057
11/12/2017 12:00:00 AM,,11/12/2017 12:00:00 AM,11/12/2017 7:36:00 PM,Dia,Nordeste,,11337.578
11/13/2017 12:00:00 AM,,11/13/2017 12:00:00 AM,11/13/2017 3:58:00 PM,Dia,Nordeste,,12425.192
11/14/2017 12:00:00 AM,,11/14/2017 12:00:00 AM,11/14/2017 3:31:00 PM,Dia,Nordeste,,11886.374
11/15/2017 12:00:00 AM,,11/15/2017 12:00:00 AM,11/15/2017 7:33:00 PM,Dia,Nordeste,,10633.476
11/16/2017 12:00:00 AM,,11/16/2017 12:00:00 AM,11/16/2017 3:32:00 PM,Dia,Nordeste,,11735.07
11/17/2017 12:00:00 AM,,11/17/2017 12:00:00 AM,11/17/2017 3:28:00 PM,Dia,Nordeste,,11768.613
11/18/2017 12:00:00 AM,,11/18/2017 12:00:00 AM,11/18/2017 7:31:00 PM,Dia,Nordeste,,11371.257
11/19/2017 12:00:00 AM,,11/19/2017 12:00:00 AM,11/19/2017 7:24:00 PM,Dia,Nordeste,,10812.903
11/20/2017 12:00:00 AM,,11/20/2017 12:00:00 AM,11/20/2017 3:40:00 PM,Dia,Nordeste,,12114.688
11/21/2017 12:00:00 AM,,11/21/2017 12:00:00 AM,11/21/2017 3:24:00 PM,Dia,Nordeste,,12228.209
11/22/2017 12:00:00 AM,,11/22/2017 12:00:00 AM,11/22/2017 3:25:00 PM,Dia,Nordeste,,12328.348
11/23/2017 12:00:00 AM,,11/23/2017 12:00:00 AM,11/23/2017 3:37:00 PM,Dia,Nordeste,,12605.622
11/24/2017 12:00:00 AM,,11/24/2017 12:00:00 AM,11/24/2017 11:33:00 AM,Dia,Nordeste,,11862.802
11/25/2017 12:00:00 AM,,11/25/2017 12:00:00 AM,11/25/2017 7:32:00 PM,Dia,Nordeste,,11338.25
11/26/2017 12:00:00 AM,,11/26/2017 12:00:00 AM,11/26/2017 7:35:00 PM,Dia,Nordeste,,10649.109
11/27/2017 12:00:00 AM,,11/27/2017 12:00:00 AM,11/27/2017 3:31:00 PM,Dia,Nordeste,,12258.696
11/28/2017 12:00:00 AM,,11/28/2017 12:00:00 AM,11/28/2017 3:31:00 PM,Dia,Nordeste,,12543.09
11/29/2017 12:00:00 AM,,11/29/2017 12:00:00 AM,11/29/2017 3:30:00 PM,Dia,Nordeste,,12533.744
11/30/2017 12:00:00 AM,,11/30/2017 12:00:00 AM,11/30/2017 3:19:00 PM,Dia,Nordeste,,12182.798
12/1/2017 12:00:00 AM,,12/1/2017 12:00:00 AM,12/1/2017 3:32:00 PM,Dia,Nordeste,,12167.102
12/2/2017 12:00:00 AM,,12/2/2017 12:00:00 AM,12/2/2017 7:47:00 PM,Dia,Nordeste,,11763.337
12/3/2017 12:00:00 AM,,12/3/2017 12:00:00 AM,12/3/2017 7:36:00 PM,Dia,Nordeste,,11013.336
12/4/2017 12:00:00 AM,,12/4/2017 12:00:00 AM,12/4/2017 3:53:00 PM,Dia,Nordeste,,12471.1
12/5/2017 12:00:00 AM,,12/5/2017 12:00:00 AM,12/5/2017 3:21:00 PM,Dia,Nordeste,,12904.838
12/6/2017 12:00:00 AM,,12/6/2017 12:00:00 AM,12/6/2017 3:24:00 PM,Dia,Nordeste,,12709.788
12/7/2017 12:00:00 AM,,12/7/2017 12:00:00 AM,12/7/2017 3:27:00 PM,Dia,Nordeste,,12699.927
12/8/2017 12:00:00 AM,,12/8/2017 12:00:00 AM,12/8/2017 12:01:00 AM,Dia,Nordeste,,11745.469
12/9/2017 12:00:00 AM,,12/9/2017 12:00:00 AM,12/9/2017 7:33:00 PM,Dia,Nordeste,,11623.29
12/10/2017 12:00:00 AM,,12/10/2017 12:00:00 AM,12/10/2017 7:55:00 PM,Dia,Nordeste,,10945.876
12/11/2017 12:00:00 AM,,12/11/2017 12:00:00 AM,12/11/2017 3:42:00 PM,Dia,Nordeste,,12205.88
12/12/2017 12:00:00 AM,,12/12/2017 12:00:00 AM,12/12/2017 3:32:00 PM,Dia,Nordeste,,12465.01
12/13/2017 12:00:00 AM,,12/13/2017 12:00:00 AM,12/13/2017 3:30:00 PM,Dia,Nordeste,,11990.9
12/14/2017 12:00:00 AM,,12/14/2017 12:00:00 AM,12/14/2017 3:31:00 PM,Dia,Nordeste,,12066.58
12/15/2017 12:00:00 AM,,12/15/2017 12:00:00 AM,12/15/2017 3:21:00 PM,Dia,Nordeste,,11779.273
12/16/2017 12:00:00 AM,,12/16/2017 12:00:00 AM,12/16/2017 7:38:00 PM,Dia,Nordeste,,11420.617
12/17/2017 12:00:00 AM,,12/17/2017 12:00:00 AM,12/17/2017 7:47:00 PM,Dia,Nordeste,,10604.386
12/18/2017 12:00:00 AM,,12/18/2017 12:00:00 AM,12/18/2017 3:46:00 PM,Dia,Nordeste,,11709.48
12/19/2017 12:00:00 AM,,12/19/2017 12:00:00 AM,12/19/2017 3:43:00 PM,Dia,Nordeste,,11682.897
12/20/2017 12:00:00 AM,,12/20/2017 12:00:00 AM,12/20/2017 3:24:00 PM,Dia,Nordeste,,11479.05
12/21/2017 12:00:00 AM,,12/21/2017 12:00:00 AM,12/21/2017 3:30:00 PM,Dia,Nordeste,,11559.24
12/22/2017 12:00:00 AM,,12/22/2017 12:00:00 AM,12/22/2017 3:41:00 PM,Dia,Nordeste,,11216.109
12/23/2017 12:00:00 AM,,12/23/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Dia,Nordeste,,10884.646
12/24/2017 12:00:00 AM,,12/24/2017 12:00:00 AM,12/24/2017 7:52:00 PM,Dia,Nordeste,,10540.687
12/25/2017 12:00:00 AM,,12/25/2017 12:00:00 AM,12/25/2017 10:58:00 PM,Dia,Nordeste,,10271.638
12/26/2017 12:00:00 AM,,12/26/2017 12:00:00 AM,12/26/2017 3:45:00 PM,Dia,Nordeste,,11402.481
12/27/2017 12:00:00 AM,,12/27/2017 12:00:00 AM,12/27/2017 4:05:00 PM,Dia,Nordeste,,11599.355
12/28/2017 12:00:00 AM,,12/28/2017 12:00:00 AM,12/28/2017 3:42:00 PM,Dia,Nordeste,,11776.649
12/29/2017 12:00:00 AM,,12/29/2017 12:00:00 AM,12/29/2017 3:32:00 PM,Dia,Nordeste,,11795.549
12/30/2017 12:00:00 AM,,12/30/2017 12:00:00 AM,12/30/2017 7:50:00 PM,Dia,Nordeste,,11509.296
12/31/2017 12:00:00 AM,,12/31/2017 12:00:00 AM,12/31/2017 8:28:00 PM,Dia,Nordeste,,11087.047
1/1/2018 12:00:00 AM,,1/1/2018 12:00:00 AM,1/1/2018 10:56:00 PM,Dia,Nordeste,,10986.673
1/2/2018 12:00:00 AM,,1/2/2018 12:00:00 AM,1/2/2018 10:52:00 PM,Dia,Nordeste,,11994.681
1/3/2018 12:00:00 AM,,1/3/2018 12:00:00 AM,1/3/2018 3:48:00 PM,Dia,Nordeste,,12263.865
1/4/2018 12:00:00 AM,,1/4/2018 12:00:00 AM,1/4/2018 11:15:00 AM,Dia,Nordeste,,12019.709
1/5/2018 12:00:00 AM,,1/5/2018 12:00:00 AM,1/5/2018 3:21:00 PM,Dia,Nordeste,,11923.778
1/6/2018 12:00:00 AM,,1/6/2018 12:00:00 AM,1/6/2018 12:00:00 AM,Dia,Nordeste,,11524.436
1/7/2018 12:00:00 AM,,1/7/2018 12:00:00 AM,1/7/2018 10:49:00 PM,Dia,Nordeste,,10819.809
1/8/2018 12:00:00 AM,,1/8/2018 12:00:00 AM,1/8/2018 3:44:00 PM,Dia,Nordeste,,11767.789
1/9/2018 12:00:00 AM,,1/9/2018 12:00:00 AM,1/9/2018 3:59:00 PM,Dia,Nordeste,,11830.09
1/10/2018 12:00:00 AM,,1/10/2018 12:00:00 AM,1/10/2018 3:10:00 PM,Dia,Nordeste,,11606.851
1/11/2018 12:00:00 AM,,1/11/2018 12:00:00 AM,1/11/2018 3:26:00 PM,Dia,Nordeste,,11683.605
1/12/2018 12:00:00 AM,,1/12/2018 12:00:00 AM,1/12/2018 3:45:00 PM,Dia,Nordeste,,12031.004
1/13/2018 12:00:00 AM,,1/13/2018 12:00:00 AM,1/13/2018 7:58:00 PM,Dia,Nordeste,,11251.355
1/14/2018 12:00:00 AM,,1/14/2018 12:00:00 AM,1/14/2018 12:00:00 AM,Dia,Nordeste,,10688.464
1/15/2018 12:00:00 AM,,1/15/2018 12:00:00 AM,1/15/2018 3:17:00 PM,Dia,Nordeste,,11930.58
1/16/2018 12:00:00 AM,,1/16/2018 12:00:00 AM,1/16/2018 3:56:00 PM,Dia,Nordeste,,11926.082
1/17/2018 12:00:00 AM,,1/17/2018 12:00:00 AM,1/17/2018 3:32:00 PM,Dia,Nordeste,,11717.82
1/18/2018 12:00:00 AM,,1/18/2018 12:00:00 AM,1/18/2018 3:36:00 PM,Dia,Nordeste,,11871.49
1/19/2018 12:00:00 AM,,1/19/2018 12:00:00 AM,1/19/2018 11:43:00 AM,Dia,Nordeste,,11798.03
1/20/2018 12:00:00 AM,,1/20/2018 12:00:00 AM,1/20/2018 8:04:00 PM,Dia,Nordeste,,11407.93
1/21/2018 12:00:00 AM,,1/21/2018 12:00:00 AM,1/21/2018 12:08:00 AM,Dia,Nordeste,,10682.88
1/22/2018 12:00:00 AM,,1/22/2018 12:00:00 AM,1/22/2018 3:24:00 PM,Dia,Nordeste,,12042.875
1/23/2018 12:00:00 AM,,1/23/2018 12:00:00 AM,1/23/2018 3:25:00 PM,Dia,Nordeste,,11959.457
1/24/2018 12:00:00 AM,,1/24/2018 12:00:00 AM,1/24/2018 3:19:00 PM,Dia,Nordeste,,11882.693
1/25/2018 12:00:00 AM,,1/25/2018 12:00:00 AM,1/25/2018 3:24:00 PM,Dia,Nordeste,,12368.003
1/26/2018 12:00:00 AM,,1/26/2018 12:00:00 AM,1/26/2018 11:39:00 AM,Dia,Nordeste,,12061.443
1/27/2018 12:00:00 AM,,1/27/2018 12:00:00 AM,1/27/2018 12:02:00 AM,Dia,Nordeste,,11341.625
1/28/2018 12:00:00 AM,,1/28/2018 12:00:00 AM,1/28/2018 12:00:00 AM,Dia,Nordeste,,10879.422
1/29/2018 12:00:00 AM,,1/29/2018 12:00:00 AM,1/29/2018 3:51:00 PM,Dia,Nordeste,,12197.014
1/30/2018 12:00:00 AM,,1/30/2018 12:00:00 AM,1/30/2018 3:33:00 PM,Dia,Nordeste,,12394.172
1/31/2018 12:00:00 AM,,1/31/2018 12:00:00 AM,1/31/2018 3:55:00 PM,Dia,Nordeste,,12204.361
2/1/2018 12:00:00 AM,,2/1/2018 12:00:00 AM,2/1/2018 3:19:00 PM,Dia,Nordeste,,12482.142
2/2/2018 12:00:00 AM,,2/2/2018 12:00:00 AM,2/2/2018 3:36:00 PM,Dia,Nordeste,,12466.853
2/3/2018 12:00:00 AM,,2/3/2018 12:00:00 AM,2/3/2018 12:08:00 AM,Dia,Nordeste,,11601.91
2/4/2018 12:00:00 AM,,2/4/2018 12:00:00 AM,2/4/2018 8:05:00 PM,Dia,Nordeste,,10954.803
2/5/2018 12:00:00 AM,,2/5/2018 12:00:00 AM,2/5/2018 3:25:00 PM,Dia,Nordeste,,12070.951
2/6/2018 12:00:00 AM,,2/6/2018 12:00:00 AM,2/6/2018 3:29:00 PM,Dia,Nordeste,,12386.945
2/7/2018 12:00:00 AM,,2/7/2018 12:00:00 AM,2/7/2018 3:25:00 PM,Dia,Nordeste,,12097.896
2/8/2018 12:00:00 AM,,2/8/2018 12:00:00 AM,2/8/2018 10:47:00 AM,Dia,Nordeste,,11908.658
2/9/2018 12:00:00 AM,,2/9/2018 12:00:00 AM,2/9/2018 3:46:00 PM,Dia,Nordeste,,11805.775
2/10/2018 12:00:00 AM,,2/10/2018 12:00:00 AM,2/10/2018 7:46:00 PM,Dia,Nordeste,,11201.023
2/11/2018 12:00:00 AM,,2/11/2018 12:00:00 AM,2/11/2018 12:00:00 AM,Dia,Nordeste,,10365.751
2/12/2018 12:00:00 AM,,2/12/2018 12:00:00 AM,2/12/2018 10:30:00 PM,Dia,Nordeste,,10485.032
2/13/2018 12:00:00 AM,,2/13/2018 12:00:00 AM,2/13/2018 10:21:00 PM,Dia,Nordeste,,10366.922
2/14/2018 12:00:00 AM,,2/14/2018 12:00:00 AM,2/14/2018 10:27:00 PM,Dia,Nordeste,,10781.822
2/15/2018 12:00:00 AM,,2/15/2018 12:00:00 AM,2/15/2018 3:27:00 PM,Dia,Nordeste,,11381.732
2/16/2018 12:00:00 AM,,2/16/2018 12:00:00 AM,2/16/2018 4:15:00 PM,Dia,Nordeste,,11225.864
2/17/2018 12:00:00 AM,,2/17/2018 12:00:00 AM,2/17/2018 7:57:00 PM,Dia,Nordeste,,11305.062
2/18/2018 12:00:00 AM,,2/18/2018 12:00:00 AM,2/18/2018 6:59:00 PM,Dia,Nordeste,,10768.771
2/19/2018 12:00:00 AM,,2/19/2018 12:00:00 AM,2/19/2018 2:30:00 PM,Dia,Nordeste,,11680.191
2/20/2018 12:00:00 AM,,2/20/2018 12:00:00 AM,2/20/2018 2:35:00 PM,Dia,Nordeste,,12017.928
2/21/2018 12:00:00 AM,,2/21/2018 12:00:00 AM,2/21/2018 2:53:00 PM,Dia,Nordeste,,12238.216
2/22/2018 12:00:00 AM,,2/22/2018 12:00:00 AM,2/22/2018 2:51:00 PM,Dia,Nordeste,,12180.795
2/23/2018 12:00:00 AM,,2/23/2018 12:00:00 AM,2/23/2018 2:26:00 PM,Dia,Nordeste,,12429.698
2/24/2018 12:00:00 AM,,2/24/2018 12:00:00 AM,2/24/2018 6:41:00 PM,Dia,Nordeste,,11508.043
2/25/2018 12:00:00 AM,,2/25/2018 12:00:00 AM,2/25/2018 6:51:00 PM,Dia,Nordeste,,10613.978
2/26/2018 12:00:00 AM,,2/26/2018 12:00:00 AM,2/26/2018 2:38:00 PM,Dia,Nordeste,,12080.548
2/27/2018 12:00:00 AM,,2/27/2018 12:00:00 AM,2/27/2018 2:27:00 PM,Dia,Nordeste,,12500.211
2/28/2018 12:00:00 AM,,2/28/2018 12:00:00 AM,2/28/2018 2:31:00 PM,Dia,Nordeste,,12181.051
3/1/2018 12:00:00 AM,,3/1/2018 12:00:00 AM,3/1/2018 11:21:00 AM,Dia,Nordeste,,11876.215
3/2/2018 12:00:00 AM,,3/2/2018 12:00:00 AM,3/2/2018 2:27:00 PM,Dia,Nordeste,,12051.973
3/3/2018 12:00:00 AM,,3/3/2018 12:00:00 AM,3/3/2018 6:42:00 PM,Dia,Nordeste,,11358.92
3/4/2018 12:00:00 AM,,3/4/2018 12:00:00 AM,3/4/2018 9:51:00 PM,Dia,Nordeste,,10853.36
3/5/2018 12:00:00 AM,,3/5/2018 12:00:00 AM,3/5/2018 3:08:00 PM,Dia,Nordeste,,12138.064
3/6/2018 12:00:00 AM,,3/6/2018 12:00:00 AM,3/6/2018 2:43:00 PM,Dia,Nordeste,,12208.057
3/7/2018 12:00:00 AM,,3/7/2018 12:00:00 AM,3/7/2018 2:30:00 PM,Dia,Nordeste,,12657.029
3/8/2018 12:00:00 AM,,3/8/2018 12:00:00 AM,3/8/2018 2:26:00 PM,Dia,Nordeste,,12536.82
3/9/2018 12:00:00 AM,,3/9/2018 12:00:00 AM,3/9/2018 2:39:00 PM,Dia,Nordeste,,12521.518
3/10/2018 12:00:00 AM,,3/10/2018 12:00:00 AM,3/10/2018 6:52:00 PM,Dia,Nordeste,,11869.261
3/11/2018 12:00:00 AM,,3/11/2018 12:00:00 AM,3/11/2018 9:57:00 PM,Dia,Nordeste,,11255.835
3/12/2018 12:00:00 AM,,3/12/2018 12:00:00 AM,3/12/2018 2:46:00 PM,Dia,Nordeste,,12483.865
3/13/2018 12:00:00 AM,,3/13/2018 12:00:00 AM,3/13/2018 2:44:00 PM,Dia,Nordeste,,12460.333
3/14/2018 12:00:00 AM,,3/14/2018 12:00:00 AM,3/14/2018 2:33:00 PM,Dia,Nordeste,,12639.271
3/15/2018 12:00:00 AM,,3/15/2018 12:00:00 AM,3/15/2018 2:45:00 PM,Dia,Nordeste,,12424.604
3/16/2018 12:00:00 AM,,3/16/2018 12:00:00 AM,3/16/2018 2:54:00 PM,Dia,Nordeste,,12479.08
3/17/2018 12:00:00 AM,,3/17/2018 12:00:00 AM,3/17/2018 6:42:00 PM,Dia,Nordeste,,12066.652
3/18/2018 12:00:00 AM,,3/18/2018 12:00:00 AM,3/18/2018 6:38:00 PM,Dia,Nordeste,,11126.777
3/19/2018 12:00:00 AM,,3/19/2018 12:00:00 AM,3/19/2018 2:35:00 PM,Dia,Nordeste,,12069.806
3/20/2018 12:00:00 AM,,3/20/2018 12:00:00 AM,3/20/2018 2:36:00 PM,Dia,Nordeste,,12599.536
3/21/2018 12:00:00 AM,,3/21/2018 12:00:00 AM,3/21/2018 2:48:00 PM,Dia,Nordeste,,12552.855
3/22/2018 12:00:00 AM,,3/22/2018 12:00:00 AM,3/22/2018 2:46:00 PM,Dia,Nordeste,,12262.049
3/23/2018 12:00:00 AM,,3/23/2018 12:00:00 AM,3/23/2018 2:31:00 PM,Dia,Nordeste,,12138.486
3/24/2018 12:00:00 AM,,3/24/2018 12:00:00 AM,3/24/2018 12:00:00 AM,Dia,Nordeste,,11117.776
3/25/2018 12:00:00 AM,,3/25/2018 12:00:00 AM,3/25/2018 6:35:00 PM,Dia,Nordeste,,10681.255
3/26/2018 12:00:00 AM,,3/26/2018 12:00:00 AM,3/26/2018 2:27:00 PM,Dia,Nordeste,,11663.23
3/27/2018 12:00:00 AM,,3/27/2018 12:00:00 AM,3/27/2018 2:22:00 PM,Dia,Nordeste,,11905.652
3/28/2018 12:00:00 AM,,3/28/2018 12:00:00 AM,3/28/2018 2:59:00 PM,Dia,Nordeste,,11929.84
3/29/2018 12:00:00 AM,,3/29/2018 12:00:00 AM,3/29/2018 9:24:00 PM,Dia,Nordeste,,11014.633
